"Terms","Docs","Freq","post.link","author.id","author.name","author.link","post.dt","categories","locations","comments.num","role","location","Prov","Regione","Latitudine.Prov","Longitudine.Prov"
"d&d","70150",1,"https://www.gdrplayers.it/aaa-cercasi-gruppo","barbagianni","barbagianni","https://www.gdrplayers.it/author/barbagianni/",2017-09-24 10:00:29,"Ricerca giocatori","Como",3,"Player","Como","CO","Lombardia","45,8069400000","9,0880600000"
"kult","70150",1,"https://www.gdrplayers.it/aaa-cercasi-gruppo","barbagianni","barbagianni","https://www.gdrplayers.it/author/barbagianni/",2017-09-24 10:00:29,"Ricerca giocatori","Como",3,"Player","Como","CO","Lombardia","45,8069400000","9,0880600000"
"pathfinder","70150",1,"https://www.gdrplayers.it/aaa-cercasi-gruppo","barbagianni","barbagianni","https://www.gdrplayers.it/author/barbagianni/",2017-09-24 10:00:29,"Ricerca giocatori","Como",3,"Player","Como","CO","Lombardia","45,8069400000","9,0880600000"
"rune","70150",1,"https://www.gdrplayers.it/aaa-cercasi-gruppo","barbagianni","barbagianni","https://www.gdrplayers.it/author/barbagianni/",2017-09-24 10:00:29,"Ricerca giocatori","Como",3,"Player","Como","CO","Lombardia","45,8069400000","9,0880600000"
"d&d","48060",1,"https://www.gdrplayers.it/aaa-cercasi-master-campagna-online-pathfinder","k0rax","K0rax","https://www.gdrplayers.it/author/k0rax/",2015-07-24 19:40:51,"Ricerca giocatori",NA,1,"Player",NA,NA,NA,NA,NA
"pathfinder","48060",1,"https://www.gdrplayers.it/aaa-cercasi-master-campagna-online-pathfinder","k0rax","K0rax","https://www.gdrplayers.it/author/k0rax/",2015-07-24 19:40:51,"Ricerca giocatori",NA,1,"Player",NA,NA,NA,NA,NA
"pathfinder","67681",1,"https://www.gdrplayers.it/aaa-cercasi-master-pathfindersine-requie-roll20","kire97","kire97","https://www.gdrplayers.it/author/kire97/",2017-07-17 10:00:08,"Ricerca giocatori",NA,2,"Player",NA,NA,NA,NA,NA
"sine requie","67681",1,"https://www.gdrplayers.it/aaa-cercasi-master-pathfindersine-requie-roll20","kire97","kire97","https://www.gdrplayers.it/author/kire97/",2017-07-17 10:00:08,"Ricerca giocatori",NA,2,"Player",NA,NA,NA,NA,NA
"call of cthulhu","43536",1,"https://www.gdrplayers.it/aaa-cercasi-nerd-seri-per-giocare-allinfernetto","fra","La Fra","https://www.gdrplayers.it/author/fra/",2015-01-10 18:38:22,"Ricerca giocatori","Roma",2,"Player","Roma","RM","Lazio","41,9075000000","12,4900000000"
"cyberpunk","43536",1,"https://www.gdrplayers.it/aaa-cercasi-nerd-seri-per-giocare-allinfernetto","fra","La Fra","https://www.gdrplayers.it/author/fra/",2015-01-10 18:38:22,"Ricerca giocatori","Roma",2,"Player","Roma","RM","Lazio","41,9075000000","12,4900000000"
"d&d","75479",1,"https://www.gdrplayers.it/aaa-cercasi-party-siena","gio-a","Gio a","https://www.gdrplayers.it/author/gio-a/",2018-01-19 20:00:05,"Ricerca giocatori","Siena",5,"Player","Siena","SI","Toscana","43,3197200000","11,3330600000"
"7th sea","72116",1,"https://www.gdrplayers.it/aaa-cerco-gruppo-firenze-mattina-eo-pomeriggio","andre-1988","andre.1988","https://www.gdrplayers.it/author/andre-1988/",2017-11-04 20:00:37,"Ricerca giocatori","Firenze",0,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","72116",1,"https://www.gdrplayers.it/aaa-cerco-gruppo-firenze-mattina-eo-pomeriggio","andre-1988","andre.1988","https://www.gdrplayers.it/author/andre-1988/",2017-11-04 20:00:37,"Ricerca giocatori","Firenze",0,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"pathfinder","72116",1,"https://www.gdrplayers.it/aaa-cerco-gruppo-firenze-mattina-eo-pomeriggio","andre-1988","andre.1988","https://www.gdrplayers.it/author/andre-1988/",2017-11-04 20:00:37,"Ricerca giocatori","Firenze",0,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"sine requie","72116",1,"https://www.gdrplayers.it/aaa-cerco-gruppo-firenze-mattina-eo-pomeriggio","andre-1988","andre.1988","https://www.gdrplayers.it/author/andre-1988/",2017-11-04 20:00:37,"Ricerca giocatori","Firenze",0,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"warhammer","72116",1,"https://www.gdrplayers.it/aaa-cerco-gruppo-firenze-mattina-eo-pomeriggio","andre-1988","andre.1988","https://www.gdrplayers.it/author/andre-1988/",2017-11-04 20:00:37,"Ricerca giocatori","Firenze",0,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"world of darkness","72116",1,"https://www.gdrplayers.it/aaa-cerco-gruppo-firenze-mattina-eo-pomeriggio","andre-1988","andre.1988","https://www.gdrplayers.it/author/andre-1988/",2017-11-04 20:00:37,"Ricerca giocatori","Firenze",0,"Player","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","51158",1,"https://www.gdrplayers.it/aaa-dungeon-master-cerca-gruppo-dd-3-5-zona-genova-savona-albenga","lorenzo-il-magnifico","Lorenzo il magnifico","https://www.gdrplayers.it/author/lorenzo-il-magnifico/",2016-01-15 08:00:52,"Ricerca giocatori","Genova, Savona",0,"Game Master","Genova","GE","Liguria","44,4047200000","8,9355600000"
"gurps","59949",1,"https://www.gdrplayers.it/aaa-giocatori-cercasi-roma-sud","gurpsplayer","Gurpsplayer","https://www.gdrplayers.it/author/gurpsplayer/",2016-11-29 15:57:12,"Ricerca giocatori","Roma",1,"Game Master","Roma","RM","Lazio","41,9075000000","12,4900000000"
"d&d","47378",1,"https://www.gdrplayers.it/aaa-giocatori-dd-4-cercasi-bg","even","Even","https://www.gdrplayers.it/author/even/",2015-06-29 09:34:34,"Ricerca giocatori","Bergamo",8,"Game Master","Bergamo","BG","Lombardia","45,7002800000","9,6688900000"
"exalted","169",1,"https://www.gdrplayers.it/aaa-master-cercasi-a-roma","ozymandias","Ozymandias","https://www.gdrplayers.it/author/ozymandias/",2009-09-28 11:34:21,"Ricerca giocatori","Roma",1,"Player","Roma","RM","Lazio","41,9075000000","12,4900000000"
"vampire the masquerade","169",1,"https://www.gdrplayers.it/aaa-master-cercasi-a-roma","ozymandias","Ozymandias","https://www.gdrplayers.it/author/ozymandias/",2009-09-28 11:34:21,"Ricerca giocatori","Roma",1,"Player","Roma","RM","Lazio","41,9075000000","12,4900000000"
"d&d","49281",1,"https://www.gdrplayers.it/aaa-master-dd-giocatori-cercasi","ilaria","Aru","https://www.gdrplayers.it/author/ilaria/",2015-09-24 17:10:18,"Ricerca giocatori","Vicenza",10,"Game Master","Vicenza","VI","Veneto","45,5497200000","11,5486100000"
"d&d","4371",1,"https://www.gdrplayers.it/aaa-puglia-la-ricerca-continua-giocatori-dd-3-5-molfetta-e-zone-limitrofe","blacksorcerer35","Blacksorcerer35","https://www.gdrplayers.it/author/blacksorcerer35/",2011-01-13 16:57:19,"Ricerca giocatori","Bari",1,"Game Master","Bari","BA","Puglia","41,1291700000","16,8697200000"
"star wars","51847",1,"https://www.gdrplayers.it/aaa-star-wars-saga-edition-via-skypehangout","rinslet","Rinslet","https://www.gdrplayers.it/author/rinslet/",2016-02-04 08:36:46,"Ricerca giocatori",NA,0,"Player",NA,NA,NA,NA,NA
"d&d","19141",1,"https://www.gdrplayers.it/aaa-tutti-i-giocatori-e-master-di-bari","liafail","liafail","https://www.gdrplayers.it/author/liafail/",2012-12-09 15:44:55,"Ricerca giocatori","Bari",8,"Game Master","Bari","BA","Puglia","41,1291700000","16,8697200000"
"pathfinder","75132",1,"https://www.gdrplayers.it/aaacercasi-giocatori-casciagova","akikoharu","AkikoHaru","https://www.gdrplayers.it/author/akikoharu/",2018-01-11 18:00:26,"Ricerca giocatori","Varese",2,"Game Master","Varese","VA","Lombardia","45,8227800000","8,8327800000"
"d&d","18253",1,"https://www.gdrplayers.it/abbiategrasso-mi-cercasi-giocatori-e-master-dd","daniele1981","daniele1981","https://www.gdrplayers.it/author/daniele1981/",2012-11-09 09:06:49,"Ricerca giocatori","Milano",6,"Game Master","Milano","MI","Lombardia","45,4658300000","9,1900000000"
"vampire the masquerade","31278",1,"https://www.gdrplayers.it/abruzzo-pescara-campagna-di-vampiri-live","simone-c","Simone C","https://www.gdrplayers.it/author/simone-c/",2013-11-28 08:48:34,"Eventi, Ricerca giocatori","Pescara",0,"Game Master","Pescara","PE","Abruzzo","42,4619400000","14,2130600000"
"d&d","69094",1,"https://www.gdrplayers.it/accorrete-avventurieri-novizi-esperti-purche-intrepidi","king-david","King David","https://www.gdrplayers.it/author/king-david/",2017-09-04 20:00:27,"Ricerca giocatori","Bologna",11,NA,"Bologna","BO","Emilia-Romagna","44,4955600000","11,3466700000"
"d&d","61270",1,"https://www.gdrplayers.it/adavnced-2nd-edition-bg-mb-bs","drelor","Drelor","https://www.gdrplayers.it/author/drelor/",2017-01-15 16:00:07,"Ricerca giocatori","Bergamo",0,NA,"Bergamo","BG","Lombardia","45,7002800000","9,6688900000"
"ad&d","49653",1,"https://www.gdrplayers.it/add-2e-cerco-giocatori-campagna-forgotten-realms","arshesney","arshesney","https://www.gdrplayers.it/author/arshesney/",2015-10-10 11:00:10,"Ricerca giocatori","Torino",3,"Game Master","Torino","TO","Piemonte","45,0661100000","7,6822200000"
"ad&d","58126",1,"https://www.gdrplayers.it/add-2ed-roll20","alanbenjo","AlanBenjo","https://www.gdrplayers.it/author/alanbenjo/",2016-10-14 11:49:53,"Ricerca giocatori",NA,0,"Game Master",NA,NA,NA,NA,NA
"ad&d","53225",1,"https://www.gdrplayers.it/add-a-riminiverucchio","alex77rn","alex77rn","https://www.gdrplayers.it/author/alex77rn/",2016-04-06 19:54:49,"Ricerca giocatori","Rimini",5,"Game Master","Rimini","RN","Emilia-Romagna","44,0597200000","12,5697200000"
"ad&d","68668",1,"https://www.gdrplayers.it/add-advanced-dungeons-and-dragons-cercasi-master-giocatori","hasnatir","Hasnatir","https://www.gdrplayers.it/author/hasnatir/",2017-08-25 16:00:59,"Ricerca giocatori","Milano, Monza e Brianza",2,"Game Master","Milano","MI","Lombardia","45,4658300000","9,1900000000"
"ad&d","34726",1,"https://www.gdrplayers.it/add-bologna","zeta","Zeta","https://www.gdrplayers.it/author/zeta/",2014-02-22 12:39:15,"Ricerca giocatori","Bologna",3,NA,"Bologna","BO","Emilia-Romagna","44,4955600000","11,3466700000"
"ad&d","16343",1,"https://www.gdrplayers.it/add-cercasi-giocatore-zona-milano-est","dorlas","Dorlas","https://www.gdrplayers.it/author/dorlas/",2012-09-18 08:45:33,"Ricerca giocatori","Milano",2,"Game Master","Milano","MI","Lombardia","45,4658300000","9,1900000000"
"ad&d","63516",1,"https://www.gdrplayers.it/add-dd-basico-zona-seregno","elwood","Elwood","https://www.gdrplayers.it/author/elwood/",2017-03-09 12:00:12,"Ricerca giocatori","Como, Milano, Monza e Brianza",1,NA,"Como","CO","Lombardia","45,8069400000","9,0880600000"
"call of cthulhu","63516",1,"https://www.gdrplayers.it/add-dd-basico-zona-seregno","elwood","Elwood","https://www.gdrplayers.it/author/elwood/",2017-03-09 12:00:12,"Ricerca giocatori","Como, Milano, Monza e Brianza",1,NA,"Como","CO","Lombardia","45,8069400000","9,0880600000"
"d&d","63516",1,"https://www.gdrplayers.it/add-dd-basico-zona-seregno","elwood","Elwood","https://www.gdrplayers.it/author/elwood/",2017-03-09 12:00:12,"Ricerca giocatori","Como, Milano, Monza e Brianza",1,NA,"Como","CO","Lombardia","45,8069400000","9,0880600000"
"ad&d","40822",1,"https://www.gdrplayers.it/add-gruppo-asti","newdave78","newdave78","https://www.gdrplayers.it/author/newdave78/",2014-10-11 12:18:54,"Ricerca giocatori","Asti",1,"Game Master","Asti","AT","Piemonte","44,9013900000","8,2080600000"
"ad&d","41019",1,"https://www.gdrplayers.it/add-in-brianza","ddeit","Ddeit","https://www.gdrplayers.it/author/ddeit/",2014-10-17 17:15:28,"Ricerca giocatori","Monza e Brianza",0,"Player","Monza e Brianza","MB","Lombardia","45,6360300000","9,2783700000"
"ad&d","10881",1,"https://www.gdrplayers.it/add-in-provincia-di-roma","maltese85","Maltese85","https://www.gdrplayers.it/author/maltese85/",2011-12-07 14:02:58,"Giochi di ruolo, Ricerca giocatori","Roma",8,"Game Master","Roma","RM","Lazio","41,9075000000","12,4900000000"
"ad&d","71357",1,"https://www.gdrplayers.it/add-milano-cercasi-1-2-giocatori-inserire","elayne","Elayne","https://www.gdrplayers.it/author/elayne/",2017-10-19 16:00:54,"Ricerca giocatori","Milano",3,"Game Master","Milano","MI","Lombardia","45,4658300000","9,1900000000"
"ad&d","36292",1,"https://www.gdrplayers.it/add-mostra-dellartigianato-firenze-2014","vartemal","Vartemal","https://www.gdrplayers.it/author/vartemal/",2014-04-22 12:41:52,"Eventi, Ricerca giocatori","Firenze",1,NA,"Firenze","FI","Toscana","43,7744400000","11,2580600000"
"ogre","36292",1,"https://www.gdrplayers.it/add-mostra-dellartigianato-firenze-2014","vartemal","Vartemal","https://www.gdrplayers.it/author/vartemal/",2014-04-22 12:41:52,"Eventi, Ricerca giocatori","Firenze",1,NA,"Firenze","FI","Toscana","43,7744400000","11,2580600000"
"ad&d","66149",1,"https://www.gdrplayers.it/add-seconda-edizione-cerco-giocatori-tavolo-gdr-settimo-torinese-san-mauro-dintorni","ixia","Ixia","https://www.gdrplayers.it/author/ixia/",2017-05-31 12:00:44,"Ricerca giocatori","Torino",6,"Game Master","Torino","TO","Piemonte","45,0661100000","7,6822200000"
"d&d","66149",1,"https://www.gdrplayers.it/add-seconda-edizione-cerco-giocatori-tavolo-gdr-settimo-torinese-san-mauro-dintorni","ixia","Ixia","https://www.gdrplayers.it/author/ixia/",2017-05-31 12:00:44,"Ricerca giocatori","Torino",6,"Game Master","Torino","TO","Piemonte","45,0661100000","7,6822200000"
"pathfinder","66149",1,"https://www.gdrplayers.it/add-seconda-edizione-cerco-giocatori-tavolo-gdr-settimo-torinese-san-mauro-dintorni","ixia","Ixia","https://www.gdrplayers.it/author/ixia/",2017-05-31 12:00:44,"Ricerca giocatori","Torino",6,"Game Master","Torino","TO","Piemonte","45,0661100000","7,6822200000"
"ravenloft","66149",1,"https://www.gdrplayers.it/add-seconda-edizione-cerco-giocatori-tavolo-gdr-settimo-torinese-san-mauro-dintorni","ixia","Ixia","https://www.gdrplayers.it/author/ixia/",2017-05-31 12:00:44,"Ricerca giocatori","Torino",6,"Game Master","Torino","TO","Piemonte","45,0661100000","7,6822200000"
"ad&d","70363",1,"https://www.gdrplayers.it/add-tramite-roll20-master-cerca-giocatriciori","dalkan","Dalkan","https://www.gdrplayers.it/author/dalkan/",2017-09-28 14:00:07,"Ricerca giocatori",NA,3,"Game Master",NA,NA,NA,NA,NA
"ad&d","70363",1,"https://www.gdrplayers.it/cercasi-giocatori-dd-eo-add","gozzolino","gozzolino","https://www.gdrplayers.it/author/gozzolino/",2017-10-02 10:00:59,"Ricerca giocatori","Brescia",3,"Game Master","Brescia","BS","Lombardia","45,5408300000","10,2205600000"
"d&d","70363",1,"https://www.gdrplayers.it/add-tramite-roll20-master-cerca-giocatriciori","dalkan","Dalkan","https://www.gdrplayers.it/author/dalkan/",2017-09-28 14:00:07,"Ricerca giocatori",NA,3,"Game Master",NA,NA,NA,NA,NA
"d&d","70363",1,"https://www.gdrplayers.it/cercasi-giocatori-dd-eo-add","gozzolino","gozzolino","https://www.gdrplayers.it/author/gozzolino/",2017-10-02 10:00:59,"Ricerca giocatori","Brescia",3,"Game Master","Brescia","BS","Lombardia","45,5408300000","10,2205600000"
"ad&d","60581",1,"https://www.gdrplayers.it/add-vuoi-giocare","reenoassbreaker","reenoassbreaker","https://www.gdrplayers.it/author/reenoassbreaker/",2016-12-21 11:01:22,"Ricerca giocatori","Como",2,NA,"Como","CO","Lombardia","45,8069400000","9,0880600000"
"ad&d","54934",1,"https://www.gdrplayers.it/add","corilo","Corilo","https://www.gdrplayers.it/author/corilo/",2016-07-01 17:00:12,"Ricerca giocatori","Torino",2,"Player","Torino","TO","Piemonte","45,0661100000","7,6822200000"
"ad&d","12923",1,"https://www.gdrplayers.it/adddd-3-5cercasi-gruppo-zona-firenze-e-dintorni","franci8tre","franci8tre","https://www.gdrplayers.it/author/franci8tre/",2012-03-19 09:34:43,"Ricerca giocatori","Firenze",9,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","12923",1,"https://www.gdrplayers.it/adddd-3-5cercasi-gruppo-zona-firenze-e-dintorni","franci8tre","franci8tre","https://www.gdrplayers.it/author/franci8tre/",2012-03-19 09:34:43,"Ricerca giocatori","Firenze",9,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"ad&d","61013",1,"https://www.gdrplayers.it/advanced-dungeons-dragons","drelor","Drelor","https://www.gdrplayers.it/author/drelor/",2017-01-07 18:25:26,"Ricerca giocatori","Bergamo, Brescia, Monza e Brianza",1,NA,"Bergamo","BG","Lombardia","45,7002800000","9,6688900000"
"pathfinder","68964",1,"https://www.gdrplayers.it/adventure-path-pathfinder","scogna","Scogna","https://www.gdrplayers.it/author/scogna/",2017-09-02 08:00:20,"Ricerca giocatori",NA,3,"Game Master",NA,NA,NA,NA,NA
"7th sea","57299",1,"https://www.gdrplayers.it/aeterna-nox-giornata-ludica-bernareggio","aeterna-nox","Aeterna Nox","https://www.gdrplayers.it/author/aeterna-nox/",2016-09-23 20:00:52,"Eventi, Ricerca giocatori","Monza e Brianza",0,NA,"Monza e Brianza","MB","Lombardia","45,6360300000","9,2783700000"
"d&d","57299",1,"https://www.gdrplayers.it/aeterna-nox-giornata-ludica-bernareggio","aeterna-nox","Aeterna Nox","https://www.gdrplayers.it/author/aeterna-nox/",2016-09-23 20:00:52,"Eventi, Ricerca giocatori","Monza e Brianza",0,NA,"Monza e Brianza","MB","Lombardia","45,6360300000","9,2783700000"
"dark ages","57299",1,"https://www.gdrplayers.it/aeterna-nox-giornata-ludica-bernareggio","aeterna-nox","Aeterna Nox","https://www.gdrplayers.it/author/aeterna-nox/",2016-09-23 20:00:52,"Eventi, Ricerca giocatori","Monza e Brianza",0,NA,"Monza e Brianza","MB","Lombardia","45,6360300000","9,2783700000"
"dark ages vampire","57299",1,"https://www.gdrplayers.it/aeterna-nox-giornata-ludica-bernareggio","aeterna-nox","Aeterna Nox","https://www.gdrplayers.it/author/aeterna-nox/",2016-09-23 20:00:52,"Eventi, Ricerca giocatori","Monza e Brianza",0,NA,"Monza e Brianza","MB","Lombardia","45,6360300000","9,2783700000"
"mage","57299",1,"https://www.gdrplayers.it/aeterna-nox-giornata-ludica-bernareggio","aeterna-nox","Aeterna Nox","https://www.gdrplayers.it/author/aeterna-nox/",2016-09-23 20:00:52,"Eventi, Ricerca giocatori","Monza e Brianza",0,NA,"Monza e Brianza","MB","Lombardia","45,6360300000","9,2783700000"
"mage the ascension","57299",1,"https://www.gdrplayers.it/aeterna-nox-giornata-ludica-bernareggio","aeterna-nox","Aeterna Nox","https://www.gdrplayers.it/author/aeterna-nox/",2016-09-23 20:00:52,"Eventi, Ricerca giocatori","Monza e Brianza",0,NA,"Monza e Brianza","MB","Lombardia","45,6360300000","9,2783700000"
"sine requie","57299",1,"https://www.gdrplayers.it/aeterna-nox-giornata-ludica-bernareggio","aeterna-nox","Aeterna Nox","https://www.gdrplayers.it/author/aeterna-nox/",2016-09-23 20:00:52,"Eventi, Ricerca giocatori","Monza e Brianza",0,NA,"Monza e Brianza","MB","Lombardia","45,6360300000","9,2783700000"
"trail of cthulhu","57299",1,"https://www.gdrplayers.it/aeterna-nox-giornata-ludica-bernareggio","aeterna-nox","Aeterna Nox","https://www.gdrplayers.it/author/aeterna-nox/",2016-09-23 20:00:52,"Eventi, Ricerca giocatori","Monza e Brianza",0,NA,"Monza e Brianza","MB","Lombardia","45,6360300000","9,2783700000"
"vampire the masquerade","57299",1,"https://www.gdrplayers.it/aeterna-nox-giornata-ludica-bernareggio","aeterna-nox","Aeterna Nox","https://www.gdrplayers.it/author/aeterna-nox/",2016-09-23 20:00:52,"Eventi, Ricerca giocatori","Monza e Brianza",0,NA,"Monza e Brianza","MB","Lombardia","45,6360300000","9,2783700000"
"werewolf","57299",1,"https://www.gdrplayers.it/aeterna-nox-giornata-ludica-bernareggio","aeterna-nox","Aeterna Nox","https://www.gdrplayers.it/author/aeterna-nox/",2016-09-23 20:00:52,"Eventi, Ricerca giocatori","Monza e Brianza",0,NA,"Monza e Brianza","MB","Lombardia","45,6360300000","9,2783700000"
