"";"Rank";"Country";"Documents";"Citable.documents";"Citations";"Self-citations";"Citations.per.document";"H.index";"year"
"1800";156;"Latvia";1;1;0;0;0;2;"2009"
"1801";157;"Central African Republic";1;1;65;0;65;1;"2009"
"1802";1;"United States";4537;4453;79880;45336;17,61;306;"2010"
"1803";2;"China";1729;1713;14788;10353;8,55;146;"2010"
"1804";3;"United Kingdom";1286;1249;22202;6688;17,26;183;"2010"
"1805";4;"Germany";1198;1172;19641;6022;16,39;176;"2010"
"1806";5;"France";1071;1043;20495;6621;19,14;188;"2010"
"1807";6;"Russian Federation";967;963;5009;1865;5,18;103;"2010"
"1808";7;"Japan";892;867;11749;4148;13,17;144;"2010"
"1809";8;"Italy";807;788;12544;5445;15,54;133;"2010"
"1810";9;"Canada";701;687;10623;2954;15,15;154;"2010"
"1811";10;"Australia";509;495;9020;2547;17,72;157;"2010"
"1812";11;"Norway";360;355;4362;1081;12,12;102;"2010"
"1813";12;"Netherlands";340;335;5803;1192;17,07;121;"2010"
"1814";13;"Switzerland";334;325;7768;1617;23,26;137;"2010"
"1815";14;"India";318;308;2991;1715;9,41;80;"2010"
"1816";15;"Spain";315;309;4022;1183;12,77;99;"2010"
"1817";16;"New Zealand";243;240;3951;1335;16,26;89;"2010"
"1818";17;"Sweden";217;215;3067;899;14,13;94;"2010"
"1819";18;"South Korea";179;178;2035;538;11,37;64;"2010"
"1820";19;"Brazil";178;175;1427;456;8,02;84;"2010"
"1821";20;"Taiwan";177;174;2119;597;11,97;82;"2010"
"1822";21;"Iran";158;157;761;401;4,82;50;"2010"
"1823";22;"Czech Republic";154;153;1553;492;10,08;55;"2010"
"1824";23;"Mexico";140;135;1216;478;8,69;64;"2010"
"1825";24;"Denmark";137;136;2548;409;18,6;92;"2010"
"1826";25;"Greece";127;123;1811;549;14,26;74;"2010"
"1827";26;"Austria";124;124;2329;383;18,78;81;"2010"
"1828";27;"Turkey";115;111;1724;689;14,99;70;"2010"
"1829";28;"Poland";110;106;974;299;8,85;55;"2010"
"1830";29;"Finland";102;100;1275;336;12,5;74;"2010"
"1831";30;"Belgium";88;87;2063;479;23,44;88;"2010"
"1832";31;"South Africa";85;82;1630;280;19,18;82;"2010"
"1833";32;"Hungary";83;75;651;141;7,84;52;"2010"
"1834";33;"Argentina";78;74;1012;330;12,97;57;"2010"
"1835";34;"Israel";77;76;848;193;11,01;77;"2010"
"1836";35;"Portugal";71;69;1064;258;14,99;55;"2010"
"1837";36;"Ireland";66;63;705;108;10,68;54;"2010"
"1838";37;"Chile";58;56;848;286;14,62;59;"2010"
"1839";38;"Slovakia";53;53;441;132;8,32;38;"2010"
"1840";39;"Saudi Arabia";43;42;290;53;6,74;31;"2010"
"1841";40;"Croatia";41;41;220;86;5,37;28;"2010"
"1842";41;"Egypt";40;39;188;57;4,7;32;"2010"
"1843";42;"Ukraine";38;38;236;31;6,21;39;"2010"
"1844";43;"Indonesia";37;35;447;108;12,08;50;"2010"
"1845";44;"Azerbaijan";36;36;16;6;0,44;17;"2010"
"1846";45;"Romania";33;33;226;68;6,85;32;"2010"
"1847";46;"Iceland";31;29;402;76;12,97;56;"2010"
"1848";47;"Bulgaria";31;31;332;94;10,71;36;"2010"
"1849";48;"Hong Kong";29;29;575;97;19,83;54;"2010"
"1850";49;"Malaysia";25;25;144;35;5,76;26;"2010"
"1851";50;"Costa Rica";24;24;388;53;16,17;31;"2010"
"1852";51;"United Arab Emirates";24;24;131;15;5,46;18;"2010"
"1853";52;"Algeria";21;19;110;48;5,24;26;"2010"
"1854";53;"Thailand";20;20;149;30;7,45;26;"2010"
"1855";54;"Singapore";20;20;199;41;9,95;26;"2010"
"1856";55;"Slovenia";19;19;200;55;10,53;25;"2010"
"1857";56;"Peru";18;18;422;43;23,44;36;"2010"
"1858";57;"Morocco";18;15;285;67;15,83;33;"2010"
"1859";58;"Sudan";17;16;272;105;16;12;"2010"
"1860";59;"Nigeria";14;14;84;21;6;19;"2010"
"1861";60;"Luxembourg";14;14;246;26;17,57;25;"2010"
"1862";61;"Colombia";14;14;172;18;12,29;28;"2010"
"1863";62;"Oman";13;13;244;27;18,77;22;"2010"
"1864";63;"Estonia";13;13;206;30;15,85;29;"2010"
"1865";64;"Viet Nam";12;12;42;6;3,5;23;"2010"
"1866";65;"Ethiopia";12;12;143;38;11,92;31;"2010"
"1867";66;"Venezuela";11;11;128;26;11,64;23;"2010"
"1868";67;"Cyprus";10;10;318;26;31,8;15;"2010"
"1869";68;"Puerto Rico";10;10;187;10;18,7;33;"2010"
"1870";69;"Trinidad and Tobago";9;9;153;11;17;20;"2010"
"1871";70;"Ecuador";9;9;148;29;16,44;32;"2010"
"1872";71;"Pakistan";9;9;77;27;8,56;23;"2010"
"1873";72;"Mongolia";9;9;52;12;5,78;24;"2010"
"1874";73;"Kenya";8;8;51;6;6,38;19;"2010"
"1875";74;"Cameroon";8;8;86;28;10,75;16;"2010"
"1876";75;"Tanzania";7;7;46;9;6,57;22;"2010"
"1877";76;"Serbia";7;7;25;0;3,57;14;"2010"
"1878";77;"Zimbabwe";7;6;20;8;2,86;25;"2010"
"1879";78;"Malawi";7;6;57;5;8,14;14;"2010"
"1880";79;"Macedonia";7;7;27;2;3,86;6;"2010"
"1881";80;"Panama";6;6;43;8;7,17;14;"2010"
"1882";81;"Kuwait";5;5;39;0;7,8;8;"2010"
"1883";82;"Bangladesh";5;5;74;12;14,8;11;"2010"
"1884";83;"Libya";5;5;1;0;0,2;7;"2010"
"1885";84;"Senegal";5;5;46;12;9,2;15;"2010"
"1886";85;"Nepal";5;5;147;9;29,4;25;"2010"
"1887";86;"Kazakhstan";5;5;97;5;19,4;14;"2010"
"1888";87;"Jordan";5;5;23;4;4,6;22;"2010"
"1889";88;"Kyrgyzstan";5;5;78;13;15,6;20;"2010"
"1890";89;"Guadeloupe";4;4;47;3;11,75;13;"2010"
"1891";90;"Tunisia";4;4;7;3;1,75;14;"2010"
"1892";91;"Bolivia";4;4;63;11;15,75;19;"2010"
"1893";92;"Yemen";4;4;153;24;38,25;16;"2010"
"1894";93;"Syrian Arab Republic";4;3;48;6;12;18;"2010"
"1895";94;"Afghanistan";4;4;56;0;14;3;"2010"
"1896";95;"Philippines";4;4;29;3;7,25;24;"2010"
"1897";96;"Montserrat";3;3;58;9;19,33;19;"2010"
"1898";97;"Uzbekistan";3;3;11;3;3,67;9;"2010"
"1899";98;"Uruguay";3;3;31;3;10,33;11;"2010"
"1900";99;"El Salvador";3;3;13;7;4,33;11;"2010"
"1901";100;"Eritrea";3;3;87;1;29;9;"2010"
"1902";101;"Swaziland";3;3;12;0;4;8;"2010"
"1903";102;"Tajikistan";3;3;43;5;14,33;13;"2010"
"1904";103;"Congo";3;3;94;9;31,33;16;"2010"
"1905";104;"Uganda";3;3;18;3;6;12;"2010"
"1906";105;"Nicaragua";3;3;23;0;7,67;16;"2010"
"1907";106;"Albania";3;3;0;0;0;12;"2010"
"1908";107;"Belarus";3;3;70;3;23,33;19;"2010"
"1909";108;"Lithuania";2;2;18;8;9;15;"2010"
"1910";109;"Sri Lanka";2;2;20;2;10;15;"2010"
"1911";110;"Mozambique";2;2;11;1;5,5;10;"2010"
"1912";111;"Andorra";2;2;102;3;51;2;"2010"
"1913";112;"Guatemala";2;2;26;4;13;11;"2010"
"1914";113;"Angola";2;2;55;5;27,5;8;"2010"
"1915";114;"Georgia";2;2;16;2;8;17;"2010"
"1916";115;"Rwanda";2;2;27;0;13,5;4;"2010"
"1917";116;"New Caledonia";2;2;65;6;32,5;31;"2010"
"1918";117;"Iraq";1;1;0;0;0;7;"2010"
"1919";118;"Benin";1;1;15;1;15;8;"2010"
"1920";119;"Vanuatu ";1;1;3;1;3;8;"2010"
"1921";120;"Faroe Islands";1;1;5;0;5;7;"2010"
"1922";121;"Cape Verde";1;1;15;1;15;7;"2010"
"1923";122;"Lebanon";1;1;6;0;6;14;"2010"
"1924";123;"Chad";1;1;21;3;21;4;"2010"
"1925";124;"Botswana";1;1;0;0;0;22;"2010"
"1926";125;"Bermuda";1;1;22;0;22;21;"2010"
"1927";126;"Maldives";1;1;14;4;14;5;"2010"
"1928";127;"Brunei Darussalam";1;1;0;0;0;12;"2010"
"1929";128;"Bhutan";1;1;24;2;24;8;"2010"
"1930";129;"Greenland";1;1;9;1;9;11;"2010"
"1931";130;"Madagascar";1;1;9;0;9;14;"2010"
"1932";131;"Ghana";1;1;3;1;3;16;"2010"
"1933";132;"Monaco";1;1;15;1;15;14;"2010"
"1934";133;"Côte d’Ivoire";1;1;13;0;13;11;"2010"
"1935";134;"Armenia";1;1;16;6;16;12;"2010"
"1936";135;"Macao";1;1;34;0;34;4;"2010"
"1937";136;"Qatar";1;1;0;0;0;5;"2010"
"1938";137;"Myanmar";1;1;0;0;0;6;"2010"
"1939";138;"Reunion";1;1;12;0;12;7;"2010"
"1940";139;"Vatican City State";1;1;16;2;16;3;"2010"
"1941";140;"Martinique";1;1;8;1;8;3;"2010"
"1942";141;"Mauritania";1;1;5;0;5;2;"2010"
"1943";142;"Zambia ";1;1;6;1;6;13;"2010"
"1944";1;"United States";5135;5033;62568;36524;12,18;306;"2011"
"1945";2;"China";1767;1742;12772;8713;7,23;146;"2011"
"1946";3;"United Kingdom";1369;1336;16850;5724;12,31;183;"2011"
"1947";4;"France";1241;1216;15434;5285;12,44;188;"2011"
"1948";5;"Germany";1228;1207;16138;5126;13,14;176;"2011"
"1949";6;"Japan";929;899;9950;3654;10,71;144;"2011"
"1950";7;"Italy";887;866;10338;4976;11,66;133;"2011"
"1951";8;"Canada";840;827;9641;2691;11,48;154;"2011"
"1952";9;"Russian Federation";729;723;3902;1755;5,35;103;"2011"
"1953";10;"Australia";564;556;7554;2296;13,39;157;"2011"
"1954";11;"Norway";412;404;3187;837;7,74;102;"2011"
"1955";12;"India";409;385;3111;1491;7,61;80;"2011"
"1956";13;"Switzerland";389;381;6248;1458;16,06;137;"2011"
"1957";14;"Netherlands";325;315;5237;1147;16,11;121;"2011"
"1958";15;"Spain";316;304;3382;1291;10,7;99;"2011"
"1959";16;"Brazil";259;255;1656;592;6,39;84;"2011"
"1960";17;"Sweden";226;221;2580;728;11,42;94;"2011"
"1961";18;"Iran";214;214;628;327;2,93;50;"2011"
"1962";19;"New Zealand";192;188;2739;1002;14,27;89;"2011"
"1963";20;"Taiwan";178;172;2611;554;14,67;82;"2011"
"1964";21;"South Korea";176;175;1716;442;9,75;64;"2011"
"1965";22;"Austria";170;165;1864;415;10,96;81;"2011"
"1966";23;"Mexico";163;158;1265;385;7,76;64;"2011"
"1967";24;"Turkey";147;144;1033;497;7,03;70;"2011"
"1968";25;"Czech Republic";137;136;1029;289;7,51;55;"2011"
"1969";26;"Belgium";136;133;1591;374;11,7;88;"2011"
"1970";27;"Denmark";121;117;1693;338;13,99;92;"2011"
"1971";28;"South Africa";120;117;1185;278;9,88;82;"2011"
"1972";29;"Poland";116;113;758;281;6,53;55;"2011"
"1973";30;"Greece";113;107;1288;375;11,4;74;"2011"
"1974";31;"Finland";108;104;1536;405;14,22;74;"2011"
"1975";32;"Hungary";96;96;394;118;4,1;52;"2011"
"1976";33;"Saudi Arabia";92;92;277;90;3,01;31;"2011"
"1977";34;"Israel";85;85;813;196;9,56;77;"2011"
"1978";35;"Portugal";76;75;622;152;8,18;55;"2011"
"1979";36;"Argentina";72;70;726;286;10,08;57;"2011"
"1980";37;"Chile";65;63;873;215;13,43;59;"2011"
"1981";38;"Croatia";60;60;167;67;2,78;28;"2011"
"1982";39;"Slovakia";57;56;322;73;5,65;38;"2011"
"1983";40;"Ireland";54;50;891;165;16,5;54;"2011"
"1984";41;"Iceland";49;49;559;103;11,41;56;"2011"
"1985";42;"Egypt";47;45;171;60;3,64;32;"2011"
"1986";43;"Ukraine";43;43;105;46;2,44;39;"2011"
"1987";44;"Romania";39;38;205;66;5,26;32;"2011"
"1988";45;"Azerbaijan";36;36;22;5;0,61;17;"2011"
"1989";46;"Malaysia";36;35;110;35;3,06;26;"2011"
"1990";47;"Indonesia";34;32;169;25;4,97;50;"2011"
"1991";48;"Hong Kong";28;27;295;39;10,54;54;"2011"
"1992";49;"Slovenia";27;27;61;17;2,26;25;"2011"
"1993";50;"Kuwait";26;26;12;3;0,46;8;"2011"
"1994";51;"Singapore";23;23;224;26;9,74;26;"2011"
"1995";52;"Kenya";23;23;12;1;0,52;19;"2011"
"1996";53;"United Arab Emirates";22;22;64;13;2,91;18;"2011"
"1997";54;"Bulgaria";20;19;226;27;11,3;36;"2011"
"1998";55;"Peru";20;20;374;73;18,7;36;"2011"
"1999";56;"Nigeria";20;20;48;10;2,4;19;"2011"
"2000";57;"Kazakhstan";19;19;23;5;1,21;14;"2011"
"2001";58;"Philippines";19;18;249;38;13,11;24;"2011"
"2002";59;"Colombia";18;17;177;15;9,83;28;"2011"
"2003";60;"Oman";17;17;67;10;3,94;22;"2011"
"2004";61;"Venezuela";17;17;57;18;3,35;23;"2011"
"2005";62;"Morocco";17;17;235;68;13,82;33;"2011"
"2006";63;"Thailand";15;14;133;20;8,87;26;"2011"
"2007";64;"Zimbabwe";14;13;53;11;3,79;25;"2011"
"2008";65;"Luxembourg";14;14;216;38;15,43;25;"2011"
"2009";66;"Pakistan";14;14;80;15;5,71;23;"2011"
"2010";67;"Algeria";12;12;34;14;2,83;26;"2011"
"2011";68;"Serbia";12;12;39;4;3,25;14;"2011"
"2012";69;"Tunisia";12;12;75;50;6,25;14;"2011"
"2013";70;"Estonia";10;10;141;22;14,1;29;"2011"
"2014";71;"Georgia";10;10;37;14;3,7;17;"2011"
"2015";72;"Syrian Arab Republic";10;10;39;10;3,9;18;"2011"
"2016";73;"Jordan";10;10;73;18;7,3;22;"2011"
"2017";74;"Ecuador";9;9;122;31;13,56;32;"2011"
"2018";75;"Costa Rica";9;9;123;11;13,67;31;"2011"
"2019";76;"Ethiopia";9;9;166;54;18,44;31;"2011"
"2020";77;"Cameroon";9;9;42;12;4,67;16;"2011"
"2021";78;"Qatar";9;9;18;0;2;5;"2011"
"2022";79;"Trinidad and Tobago";9;9;65;4;7,22;20;"2011"
"2023";80;"Viet Nam";8;8;61;4;7,63;23;"2011"
"2024";81;"Puerto Rico";8;8;58;19;7,25;33;"2011"
"2025";82;"Malawi";7;6;28;7;4;14;"2011"
"2026";83;"Iraq";7;7;16;6;2,29;7;"2011"
"2027";84;"Kyrgyzstan";7;6;66;18;9,43;20;"2011"
"2028";85;"Botswana";6;6;25;10;4,17;22;"2011"
"2029";86;"Bosnia and Herzegovina";6;6;5;1;0,83;6;"2011"
"2030";87;"Uruguay";6;6;58;17;9,67;11;"2011"
"2031";88;"Tanzania";6;5;41;10;6,83;22;"2011"
"2032";89;"Senegal";5;5;82;8;16,4;15;"2011"
"2033";90;"Ghana";5;5;38;4;7,6;16;"2011"
"2034";91;"Bangladesh";5;5;9;4;1,8;11;"2011"
"2035";92;"Uganda";5;5;26;4;5,2;12;"2011"
"2036";93;"El Salvador";5;5;12;1;2,4;11;"2011"
"2037";94;"Angola";5;5;3;0;0,6;8;"2011"
"2038";95;"Belarus";4;4;3;0;0,75;19;"2011"
"2039";96;"Niger";4;4;40;5;10;14;"2011"
"2040";97;"New Caledonia";4;4;121;11;30,25;31;"2011"
"2041";98;"Myanmar";4;4;21;3;5,25;6;"2011"
"2042";99;"Libya";4;4;9;0;2,25;7;"2011"
"2043";100;"Lithuania";4;4;7;3;1,75;15;"2011"
"2044";101;"Madagascar";4;4;40;0;10;14;"2011"
"2045";102;"Malta";3;3;13;3;4,33;13;"2011"
"2046";103;"Macedonia";3;3;11;0;3,67;6;"2011"
"2047";104;"Laos";3;3;14;3;4,67;6;"2011"
"2048";105;"Congo";3;3;28;7;9,33;16;"2011"
"2049";106;"Afghanistan";3;3;0;0;0;3;"2011"
"2050";107;"Latvia";3;3;6;0;2;2;"2011"
"2051";108;"Vanuatu ";3;2;35;7;11,67;8;"2011"
"2052";109;"Mozambique";3;3;28;12;9,33;10;"2011"
"2053";110;"Panama";3;3;100;11;33,33;14;"2011"
"2054";111;"Nepal";3;3;18;4;6;25;"2011"
"2055";112;"Uzbekistan";3;3;7;2;2,33;9;"2011"
"2056";113;"Guadeloupe";3;3;35;2;11,67;13;"2011"
"2057";114;"Armenia";3;3;4;4;1,33;12;"2011"
"2058";115;"Sudan";3;3;25;2;8,33;12;"2011"
"2059";116;"Fiji";2;2;13;3;6,5;10;"2011"
"2060";117;"Montserrat";2;2;27;0;13,5;19;"2011"
"2061";118;"Haïti";2;2;23;4;11,5;7;"2011"
"2062";119;"Jamaica";2;2;12;6;6;12;"2011"
"2063";120;"Mongolia";2;2;4;2;2;24;"2011"
"2064";121;"Bermuda";2;2;55;7;27,5;21;"2011"
"2065";122;"Mauritius";2;2;62;0;31;4;"2011"
"2066";123;"Cyprus";2;2;18;0;9;15;"2011"
"2067";124;"Lebanon";2;2;0;0;0;14;"2011"
"2068";125;"Zambia ";2;2;9;3;4,5;13;"2011"
"2069";126;"Guatemala";2;2;18;2;9;11;"2011"
"2070";127;"Greenland";2;2;148;47;74;11;"2011"
"2071";128;"Monaco";2;2;70;9;35;14;"2011"
"2072";129;"Bolivia";1;1;18;5;18;19;"2011"
"2073";130;"Yemen";1;1;14;9;14;16;"2011"
"2074";131;"Cuba";1;1;2;1;2;16;"2011"
"2075";132;"Rwanda";1;1;23;1;23;4;"2011"
"2076";133;"Tajikistan";1;1;33;5;33;13;"2011"
"2077";134;"Gibraltar";1;1;18;2;18;2;"2011"
"2078";135;"Djibouti";1;1;1;1;1;3;"2011"
"2079";136;"Seychelles";1;1;35;0;35;5;"2011"
"2080";137;"Bhutan";1;1;33;1;33;8;"2011"
"2081";138;"Swaziland";1;1;6;1;6;8;"2011"
"2082";139;"Benin";1;1;9;5;9;8;"2011"
"2083";140;"Albania";1;1;3;2;3;12;"2011"
"2084";141;"Chad";1;1;6;0;6;4;"2011"
"2085";142;"Guam";1;1;16;0;16;4;"2011"
"2086";143;"Namibia";1;1;37;0;37;18;"2011"
"2087";144;"Nicaragua";1;1;0;0;0;16;"2011"
"2088";145;"Comoros";1;1;35;0;35;1;"2011"
"2089";146;"Vatican City State";1;1;19;2;19;3;"2011"
"2090";147;"Martinique";1;1;16;0;16;3;"2011"
"2091";148;"Heard Island and McDonald Islands";1;1;3;0;3;1;"2011"
"2092";149;"Palestine ";1;1;9;3;9;9;"2011"
"2093";1;"United States";4621;4547;49091;28807;10,62;306;"2012"
"2094";2;"China";1403;1392;9305;5995;6,63;146;"2012"
"2095";3;"United Kingdom";1260;1236;14020;4769;11,13;183;"2012"
"2096";4;"Germany";1219;1200;11953;3897;9,81;176;"2012"
"2097";5;"France";1196;1169;12284;4246;10,27;188;"2012"
"2098";6;"Italy";879;835;7246;3419;8,24;133;"2012"
"2099";7;"Japan";870;843;7100;2855;8,16;144;"2012"
"2100";8;"Russian Federation";831;824;3384;1468;4,07;103;"2012"
"2101";9;"Canada";770;753;7172;2194;9,31;154;"2012"
"2102";10;"Australia";577;568;6398;2081;11,09;157;"2012"
"2103";11;"Norway";408;402;3225;832;7,9;102;"2012"
"2104";12;"India";384;366;1797;968;4,68;80;"2012"
"2105";13;"Switzerland";379;374;4455;1183;11,75;137;"2012"
"2106";14;"Spain";309;302;3186;1065;10,31;99;"2012"
"2107";15;"Netherlands";305;298;3210;786;10,52;121;"2012"
"2108";16;"New Zealand";226;221;2377;984;10,52;89;"2012"
"2109";17;"Sweden";224;220;2310;666;10,31;94;"2012"
"2110";18;"Taiwan";211;204;1730;406;8,2;82;"2012"
"2111";19;"Brazil";200;197;947;310;4,74;84;"2012"
"2112";20;"Iran";184;183;423;243;2,3;50;"2012"
"2113";21;"South Korea";176;174;1269;303;7,21;64;"2012"
"2114";22;"Czech Republic";160;157;740;317;4,63;55;"2012"
"2115";23;"Austria";156;153;1332;321;8,54;81;"2012"
"2116";24;"Turkey";150;150;825;355;5,5;70;"2012"
"2117";25;"Denmark";140;138;1276;344;9,11;92;"2012"
"2118";26;"Greece";135;129;976;298;7,23;74;"2012"
"2119";27;"Mexico";131;129;672;204;5,13;64;"2012"
"2120";28;"Poland";120;117;561;240;4,68;55;"2012"
"2121";29;"South Africa";113;106;891;229;7,88;82;"2012"
"2122";30;"Belgium";109;109;1445;301;13,26;88;"2012"
"2123";31;"Finland";108;106;1085;275;10,05;74;"2012"
"2124";32;"Portugal";100;97;709;273;7,09;55;"2012"
"2125";33;"Hungary";95;95;415;103;4,37;52;"2012"
"2126";34;"Saudi Arabia";80;79;807;96;10,09;31;"2012"
"2127";35;"Israel";77;76;708;180;9,19;77;"2012"
"2128";36;"Chile";76;76;757;238;9,96;59;"2012"
"2129";37;"Argentina";75;75;404;154;5,39;57;"2012"
"2130";38;"Egypt";63;61;214;25;3,4;32;"2012"
"2131";39;"Croatia";51;50;157;63;3,08;28;"2012"
"2132";40;"Ireland";50;49;624;106;12,48;54;"2012"
"2133";41;"Indonesia";42;42;367;93;8,74;50;"2012"
"2134";42;"Iceland";38;38;501;124;13,18;56;"2012"
"2135";43;"Hong Kong";36;36;388;81;10,78;54;"2012"
"2136";44;"Slovakia";34;34;116;26;3,41;38;"2012"
"2137";45;"Ukraine";32;31;154;70;4,81;39;"2012"
"2138";46;"Singapore";29;29;389;67;13,41;26;"2012"
"2139";47;"Azerbaijan";28;28;6;1;0,21;17;"2012"
"2140";48;"Malaysia";26;26;108;24;4,15;26;"2012"
"2141";49;"Romania";26;26;184;52;7,08;32;"2012"
"2142";50;"Colombia";25;25;156;54;6,24;28;"2012"
"2143";51;"United Arab Emirates";24;24;48;10;2;18;"2012"
"2144";52;"Bulgaria";22;21;202;25;9,18;36;"2012"
"2145";53;"Peru";21;21;95;12;4,52;36;"2012"
"2146";54;"Nigeria";19;19;29;5;1,53;19;"2012"
"2147";55;"Kazakhstan";19;19;19;1;1;14;"2012"
"2148";56;"Kenya";19;19;87;6;4,58;19;"2012"
"2149";57;"Algeria";17;17;52;19;3,06;26;"2012"
"2150";58;"Costa Rica";16;16;158;25;9,88;31;"2012"
"2151";59;"Pakistan";15;15;74;16;4,93;23;"2012"
"2152";60;"Slovenia";15;15;78;18;5,2;25;"2012"
"2153";61;"Luxembourg";14;12;170;31;12,14;25;"2012"
"2154";62;"Jordan";14;13;20;5;1,43;22;"2012"
"2155";63;"Morocco";12;11;55;11;4,58;33;"2012"
"2156";64;"Serbia";12;12;105;19;8,75;14;"2012"
"2157";65;"Kuwait";12;12;0;0;0;8;"2012"
"2158";66;"Viet Nam";12;12;41;8;3,42;23;"2012"
"2159";67;"Oman";11;11;31;4;2,82;22;"2012"
"2160";68;"Puerto Rico";11;11;64;16;5,82;33;"2012"
"2161";69;"Ethiopia";10;10;109;19;10,9;31;"2012"
"2162";70;"Thailand";10;10;41;8;4,1;26;"2012"
"2163";71;"Zimbabwe";8;7;32;7;4;25;"2012"
"2164";72;"Ecuador";8;8;62;5;7,75;32;"2012"
"2165";73;"Panama";8;8;88;23;11;14;"2012"
"2166";74;"Syrian Arab Republic";8;8;41;8;5,13;18;"2012"
"2167";75;"Estonia";8;8;56;6;7;29;"2012"
"2168";76;"Cameroon";7;7;23;13;3,29;16;"2012"
"2169";77;"Macedonia";7;7;4;0;0,57;6;"2012"
"2170";78;"Qatar";7;7;2;0;0,29;5;"2012"
"2171";79;"Venezuela";7;7;17;0;2,43;23;"2012"
"2172";80;"Cyprus";7;7;66;12;9,43;15;"2012"
"2173";81;"Philippines";6;6;65;2;10,83;24;"2012"
"2174";82;"Fiji";6;6;41;9;6,83;10;"2012"
"2175";83;"Senegal";6;5;27;9;4,5;15;"2012"
"2176";84;"New Caledonia";6;6;97;17;16,17;31;"2012"
"2177";85;"Malawi";5;4;8;2;1,6;14;"2012"
"2178";86;"Tunisia";5;5;10;7;2;14;"2012"
"2179";87;"Mongolia";5;4;18;4;3,6;24;"2012"
"2180";88;"El Salvador";5;5;21;3;4,2;11;"2012"
"2181";89;"Guatemala";5;5;33;1;6,6;11;"2012"
"2182";90;"Namibia";5;4;31;2;6,2;18;"2012"
"2183";91;"Ghana";5;5;13;3;2,6;16;"2012"
"2184";92;"Trinidad and Tobago";4;4;32;6;8;20;"2012"
"2185";93;"Nepal";4;4;133;10;33,25;25;"2012"
"2186";94;"Vanuatu ";4;4;47;4;11,75;8;"2012"
"2187";95;"Cuba";4;4;12;5;3;16;"2012"
"2188";96;"Bangladesh";4;4;25;8;6,25;11;"2012"
"2189";97;"Niger";4;4;31;2;7,75;14;"2012"
"2190";98;"Kyrgyzstan";4;4;48;11;12;20;"2012"
"2191";99;"Bosnia and Herzegovina";4;4;15;0;3,75;6;"2012"
"2192";100;"Nicaragua";4;4;15;1;3,75;16;"2012"
"2193";101;"Sri Lanka";4;4;103;4;25,75;15;"2012"
"2194";102;"Montserrat";4;4;32;5;8;19;"2012"
"2195";103;"Albania";4;4;12;6;3;12;"2012"
"2196";104;"Georgia";3;3;17;4;5,67;17;"2012"
"2197";105;"Lebanon";3;3;15;0;5;14;"2012"
"2198";106;"Uruguay";3;3;26;2;8,67;11;"2012"
"2199";107;"Iraq";3;3;24;9;8;7;"2012"
"2200";108;"Honduras";3;3;10;1;3,33;7;"2012"
"2201";109;"Côte d’Ivoire";3;3;8;0;2,67;11;"2012"
"2202";110;"Palestine ";3;3;14;3;4,67;9;"2012"
"2203";111;"Macao";3;3;20;2;6,67;4;"2012"
"2204";112;"Svalbard and Jan Mayen";2;2;0;0;0;3;"2012"
"2205";113;"Mozambique";2;2;8;6;4;10;"2012"
"2206";114;"Libya";2;2;9;0;4,5;7;"2012"
"2207";115;"Djibouti";2;2;20;0;10;3;"2012"
"2208";116;"Monaco";2;2;33;1;16,5;14;"2012"
"2209";117;"Botswana";2;2;8;2;4;22;"2012"
"2210";118;"Guam";2;2;56;1;28;4;"2012"
"2211";119;"Belarus";2;2;6;2;3;19;"2012"
"2212";120;"Greenland";2;2;13;0;6,5;11;"2012"
"2213";121;"Turkmenistan";2;2;21;0;10,5;4;"2012"
"2214";122;"Bermuda";2;2;4;0;2;21;"2012"
"2215";123;"Zambia ";2;2;10;2;5;13;"2012"
"2216";124;"French Polynesia";2;2;12;2;6;18;"2012"
"2217";125;"Armenia";2;2;20;6;10;12;"2012"
"2218";126;"Brunei Darussalam";2;2;0;0;0;12;"2012"
"2219";127;"Jamaica";2;2;9;1;4,5;12;"2012"
"2220";128;"Uganda";2;2;10;2;5;12;"2012"
"2221";129;"Democratic Republic Congo";1;1;5;0;5;6;"2012"
"2222";130;"Vatican City State";1;1;8;0;8;3;"2012"
"2223";131;"Burkina Faso";1;1;3;2;3;6;"2012"
"2224";132;"Angola";1;1;9;0;9;8;"2012"
"2225";133;"Malta";1;1;5;2;5;13;"2012"
"2226";134;"Cambodia";1;1;9;0;9;2;"2012"
"2227";135;"Bhutan";1;1;5;0;5;8;"2012"
"2228";136;"Papua New Guinea";1;1;4;0;4;15;"2012"
"2229";137;"Maldives";1;1;11;4;11;5;"2012"
"2230";138;"Uzbekistan";1;1;0;0;0;9;"2012"
"2231";139;"Guinea";1;1;0;0;0;1;"2012"
"2232";140;"Haïti";1;1;5;0;5;7;"2012"
"2233";141;"Yemen";1;1;0;0;0;16;"2012"
"2234";142;"Guadeloupe";1;1;25;1;25;13;"2012"
"2235";143;"Barbados";1;0;0;0;0;4;"2012"
"2236";144;"Virgin Islands (U.S.)";1;1;3;0;3;3;"2012"
"2237";145;"Faroe Islands";1;1;17;0;17;7;"2012"
"2238";146;"Cape Verde";1;1;5;1;5;7;"2012"
"2239";147;"Lithuania";1;1;2;0;2;15;"2012"
"2240";148;"Swaziland";1;1;4;0;4;8;"2012"
"2241";149;"Bolivia";1;1;5;0;5;19;"2012"
